District,Population,2019,2026,2031,2036,2046
15,HHs,79.32589330199698,824.9722173699993,1623.2311419400066,2502.6299483299954,4547.490552849995
15,jobs,193.4476525439968,195.77632243999687,767.1052893899978,1420.2874466400026,3080.1344590099907
15,workers,229.96369758599758,532.7693184000018,1399.2380661399948,2514.4900302899914,4685.847141350001
16,under16,64.88136972599932,591.678111969999,1147.9776873000028,1690.4844151199977,2524.433801589992
16,16-74,121.73561739000434,1026.4635215399903,1961.9628225799825,2998.8049129599967,5571.031606600009
16,75+,23.027123880005092,151.7213099699984,313.23546910000005,550.2995457899997,1376.8345617499945
16,HHs,99.18420372599212,817.5350495899984,1591.6915630100048,2459.60516413,4519.8392306099995
16,jobs,384.3254501640113,388.64974694000557,1524.5989796600043,2818.8909742999967,6120.188761939993
16,workers,272.7254691420021,399.44271211999876,1279.6990425499898,2373.091035960002,4514.360949609996
11,under16,26.665101546000187,221.40394927000034,429.39221025999814,633.7830856100009,948.8890163799988
11,16-74,52.605494940002245,326.8850119400049,611.9386512199999,945.4341239599962,1795.2054873199995
11,75+,7.807844441999805,42.844453149999936,85.28629120000096,154.949045559998,405.95037240000147
11,HHs,40.71451336800055,269.43009658999654,516.6392768599999,799.082447929999,1472.060304009996
11,jobs,103.26275719200203,104.66275669999959,411.44318219999695,759.6523726299965,1648.5779621699985
11,workers,100.76941732799969,98.71506754999973,392.7817763599978,739.1347812799995,1437.2434051300006
14,under16,12.951955973999702,119.52513934999979,231.05586589999984,338.78771075999975,509.8770953500002
14,16-74,19.90726597199682,183.08379530000093,357.77093672999763,551.648025460001,1024.7429868199997
14,75+,2.637990150000178,21.385475980000137,43.77095143000042,76.1508420400005,187.48045458999968
14,HHs,17.26927510799851,146.50837681999928,285.8212202699988,439.5251271099987,790.7038957299992
14,jobs,56.73518626799887,56.57541087000027,221.5027593800005,409.02228560000185,889.4132745700026
14,workers,30.70056618000126,88.94412339999872,276.8212053399993,489.6759330300001,916.6032942099991
13,under16,23.56256097000096,196.14629434000017,386.0962981600005,569.5689529700003,868.5032071100004
13,16-74,44.13802277399736,274.24898090999704,523.2948551200025,823.9187666500002,1601.2375558000022
13,75+,6.148479000000407,34.29243381999959,67.53368481999996,118.06283162,294.6652971200001
13,HHs,34.30385818200011,230.0566451199993,444.388467519997,691.4626871799974,1281.502820730002
13,jobs,96.44439147600133,97.78196519000267,378.5983956300006,701.6939621300044,1518.8624786699984
13,workers,79.4699301239998,98.33532223999828,366.02889919000154,686.2569729299994,1339.3017442900018
12,under16,28.111514916001397,320.8282785600022,642.6565516500013,957.7716967600009,1484.4362838700017
12,16-74,28.283640401998127,419.3939592999959,882.9273097199912,1443.878814340016,2974.888827880015
12,75+,16.45575558600285,89.99191369999971,185.98383388001093,356.54139243999816,949.4928207000012
12,HHs,43.53939161400194,444.10704411000916,906.6403420999995,1448.7392893900033,2772.773512190004
12,jobs,230.37078890400153,237.54128984000272,916.0257774999991,1700.3546576900044,3685.2424887600064
12,workers,91.70666608799365,134.27879698999823,651.3777573800035,1306.7555334699973,2709.3473044900093
28,under16,64.79994038399673,564.9994961400007,1105.999015540001,1643.9985388099958,2493.9978281699987
28,16-74,83.99993097601691,581.999591070009,1242.9991015600099,2132.998412279994,4605.996488680015
28,75+,14.999988564000887,46.999956019999445,110.99990894999974,248.99980015000256,849.9993610900019
28,HHs,80.99993766599073,562.9996048600005,1152.9991883100083,1883.9986589300024,3759.9972768699954
28,jobs,357.59971783198125,363.99972010000056,1414.9989088000002,2620.9979756899993,5689.995606350014
28,workers,279.59976091200224,36.000058120000176,808.9994281799954,1868.9986058499999,4004.9969173899954
18,under16,45.30207609600075,475.0906715299989,919.8946430099986,1339.7685732299979,2002.8661748600007
18,16-74,72.08808335999493,859.1743020200083,1694.9919775300077,2622.3131337399973,4791.039315760012
18,75+,18.558028145998833,140.07681372999832,285.79698482000276,479.447207549998,1119.2580252799999
18,HHs,65.87409285599279,694.0275518499984,1366.7684169700005,2109.3693933500035,3828.5083411400046
18,jobs,159.95235374999538,163.22368498999276,638.8947315699988,1183.7125886999966,2566.865625680006
